title,box_off_num
혜경궁 홍씨,1628.0493110174486
말하지 못한 비밀,1630.3106291362558
반가운 살인자,957.1034985069148
집 나온 남자들,252813.73159926786
커플즈,167923.46030767416
베스트셀러,673377.0350396753
작은 연못,1232.2286068878423
경,3714.2319748581713
조금만 더 가까이,4014.88790437856
브라보! 재즈 라이프,5434.8554628768725
환상속의 그대,3968.9782011146417
  이것이 우리의 끝이다,3424.2716306031916
족구왕,6156.333201826008
대한민국 1%,521789.2187814561
포화 속으로,1359168.7574244158
쩨쩨한 로맨스,527950.8217841585
오늘,161825.00648907834
회초리,369058.6424342102
체포왕,808734.6178955517
나는 아빠다,332744.0536675772
위험한 상견례,881565.7649176611
가문의 귀환,280708.1905685269
음치 클리닉,811137.5500427722
미운오리새끼,118735.92368088869
후궁 : 제왕의 첩,693579.863710122
"안녕, 하세요!",58834.87489159973
은교,115738.02171288672
파파,580728.9532419533
남쪽으로 튀어,948611.1319087461
마이 라띠마,404494.0325493789
더 테러 라이브,227148.64470710597
소원,349852.3122437464
캐치미,602388.2402316957
하이힐,1248521.8784701042
10분,81879.13674586466
기술자들,937586.2991757264
간신,1313281.7092869913
나쁜 놈이 더 잘 잔다,2315.1201210691847
오래된 인력거,3603.638776855391
링크,2907.0556197791084
수상한 이웃들,3176.5895781837007
불륜의 시대,2022.3665698288044
인플루언스,244.87186969032857
김복남 살인사건의 전말,3306.71800057233
엄지아빠,560.1300066499546
탈주,286.0549486942561
해결사,596207.0233957296
블라인드,286842.7796381063
세상에서 가장 아름다운 이별,1717114.660589313
"사랑한다, 사랑하지 않는다",149371.7981098091
"봄, 눈",108828.54184614896
신세계,2497381.0410129796
몽타주,1292730.9229933473
스물,860175.9319619343
헬머니,609796.0311488117
연평해전,1641265.1519266188
할,2749.0890736730976
"혜화, 동",4301.593801623426
반드시 크게 들을 것 2 : Wild Days,3140.3403252314743
하나안,2688.44722070671
"힘내세요, 병헌씨",2834.5311950164564
미스터 컴퍼니,3359.1972495797054
만찬,3905.013429134515
레디액션! 폭력영화,2591.6965790118684
악사들,3267.7240946385664
그라운드의 이방인,3938.5959003143835
울보 권투부,3359.1972495797054
우리 만난 적 있나요,338.6494535883773
용서,35601.22002910687
카페 느와르,5672.291249309645
우리 이웃의 범죄,2999.888942897658
"양 한 마리, 양 두 마리",2011.297658496668
하얀 정글,4847.962909404614
지슬 - 끝나지 않은 세월 2,3980.032780442076
다슬이,2334.8125091470274
오하이오 삿포로,1769.6531534883432
욕망의 독: 중독,1422.6907608390766
REC 알이씨,220.9109212788331
량강도 아이들,479.8958108065061
은어,266.5245449626649
고래를 찾는 자전거,384.27718776786736
겨울냄새,383.81129833784064
굿바이 보이,487.7681419358688
돌아오는 길,426.9380193732786
엄마는 창녀다,213.31339060016847
잔혹한 앵글의 로망스,385.83156146175514
롤플레이,571.7809433945363
허풍,409.3476441675778
젊은 엄마,408.929785834304
고양이 소녀,399.9579082878814
롤플레이 2 : 동침,389.40720059146685
미녀전쟁,431.9706931148314
녀녀녀,580.9409542013606
픽업 아티스트,556.6777211076992
신화 라이브 3D 더 레전드 컨티뉴스,651.2091110277444
살인캠프,431.5989872028547
덫: 치명적인 유혹,473.77291033745905
마티나,459.6015617307999
홀리,586.6971783137493
남영동1985,106264.98396482244
돈 크라이 마미,42148.53134619778
범죄소년,5591.865596761583
터치,2274.091555440423
한 번도 안 해본 여자,2275.2612284784072
설계,2116.541923566748
울언니,2191.14707393464
천국의 아이들,406.0785157549504
고백,255.64543175443208
할머니는 일학년,13895.24929239978
노브레싱,27603.076725147286
산타바바라,16336.163968633853
두레소리,303.2319665829552
말하는 건축가,1130.9518132350208
누구의 딸도 아닌 해원,28423.40549433757
누구나 제 명에 죽고 싶다,6341.744197272728
우아한 거짓말,23976.94050965147
도희야,13908.739051819128
꼭두각시,40153.866584769734
스퀴시랜드,38495.73814104372
레디액션 청춘,728803.8991678476
션샤인 러브,46511.595151478585
콩가네,293.96558473141016
말하는 건축 시티:홀,4168.759201977951
댄서김의 은밀한 교수법,219.76737831108878
화려한 외출,208.10483090831295
배꼽,526.4392146714832
나가요 미스콜,1477.4173733335685
위층여자,1280.5141100461615
우리별 일호와 얼룩소,2892.596751850579
고양이 장례식,2442.2967413120014
"나의 아들, 나의 어머니",2028.9269607751814
살인자,233.31183991609268
황제를 위하여,1332.5016209993767
바리새인,216.24531674451381
레쓰링,1807.3002619324889
더 테너 리리코 스핀토,5645.027994698324
옹녀뎐,237.7557453581306
내 연애의 기억,22108.607633155763
해에게서 소년에게,19681.1984684665
나는 야한 여자가 좋다,539.6819433941135
정사: 위험한 성적유희,541.9661709340743
환상,549.7013643569435
나는 야한 여자가 좋다 3,539.6819433941135
조선안방 스캔들-칠거지악 2,559.094081335806
숙희,1315.1901510531734
가자! 장미여관으로 3 - 방황,1713.5859626293643
살인의뢰,243968.87537293546
조류인간,387.60362723365694
최강전사 미니특공대 : 새로운 악당의 습격,26507.39423315443
슈퍼레이서 엔지,34517.63929441954
생각보다 맑은,261.5660877391459
설해,46955.45007925806
나의 절친 악당들,765217.5059041607
성난 화가,1973.9427883405185
연애의 맛,1137.1128487956103
플랑크 상수,416.6689854938182
어떤이의 꿈,446.20443858083934
파울볼,37398.90246955534
춘희막이,40219.245298025504
미쓰 와이프,897102.9391395238
사랑이 이긴다,70648.62732031025
쓰리 썸머 나잇,497009.21049142483
마돈나,189278.4401571434
제 7기사단,465.3997555556373
위로공단,8548.249188925876
악인은 살아 있다,6853.274479873621
슬픈남자,278.2169936574756
타이밍,7334.326264163782
타투,533.1820561427229
어떤살인,803.3305323535284
